FG_home,FG%_home,3P%_home,FT%_home,PTS_home,LogRatio_home,eFG%_home,TS%_home,FG_away,FG%_away,3P%_away,FT%_away,PTS_away,LogRatio_away,eFG%_away,TS%_away,HomeTeamWon,Winner
37.0,0.44467,0.37567,0.766,104.33333,-0.18192,0.52038,0.59286,35.66667,0.43467,0.33967,0.744,96.66667,-0.16316,0.50333,0.56328,1.0,0
36.66667,0.43,0.30933,0.703,95.33333,0.0336,0.47285,0.53088,42.33333,0.489,0.32833,0.75967,105.33333,-0.1775,0.54539,0.58648,1.0,0
41.66667,0.46667,0.36833,0.67933,111.66667,0.0766,0.54449,0.59536,40.33333,0.44267,0.326,0.775,103.33333,0.06822,0.48301,0.54159,0.33333,1
36.66667,0.404,0.316,0.792,98.66667,-0.00443,0.45362,0.51733,39.66667,0.487,0.33833,0.72767,105.33333,-0.00376,0.54223,0.60877,0.66667,0
42.66667,0.46567,0.37133,0.71067,105.33333,-0.04701,0.51563,0.55628,39.66667,0.46467,0.36333,0.82033,102.33333,-0.09917,0.53695,0.58047,1.0,0
39.0,0.41967,0.39,0.63033,100.0,-0.13109,0.48071,0.51701,42.66667,0.461,0.36133,0.754,113.0,0.07568,0.5277,0.58178,0.33333,1
35.0,0.483,0.46167,0.707,96.33333,0.15791,0.54076,0.61795,40.33333,0.467,0.34767,0.773,109.33333,0.08612,0.51117,0.59136,0.0,0
40.66667,0.51867,0.356,0.798,102.33333,0.10451,0.56808,0.62475,39.33333,0.49933,0.33667,0.70667,103.33333,0.13092,0.56065,0.62074,0.33333,0
41.0,0.512,0.412,0.82367,105.66667,0.02082,0.57232,0.63006,43.66667,0.493,0.37333,0.60567,109.33333,-0.14526,0.5539,0.59304,1.0,0
39.0,0.43533,0.36167,0.75533,106.66667,-0.0192,0.49912,0.56298,34.66667,0.43833,0.366,0.73867,100.66667,-0.12628,0.49715,0.58801,1.0,1
40.66667,0.52033,0.50733,0.77,114.66667,0.11125,0.60812,0.68406,36.66667,0.466,0.38433,0.713,96.66667,-0.03599,0.54275,0.58852,0.66667,1
38.66667,0.44267,0.40233,0.78167,101.66667,0.12775,0.49784,0.55517,38.33333,0.449,0.34733,0.72233,94.66667,-0.1528,0.50931,0.53867,1.0,0
39.66667,0.491,0.37467,0.63767,107.33333,0.07459,0.56698,0.62272,39.66667,0.45267,0.36533,0.69533,104.66667,-0.06818,0.52408,0.57039,1.0,1
41.33333,0.492,0.4,0.82467,111.33333,-0.03444,0.5522,0.62684,36.0,0.45633,0.37967,0.72033,99.0,0.0111,0.52388,0.59031,0.66667,0
44.0,0.49967,0.48433,0.80867,123.0,0.19159,0.59033,0.65981,35.33333,0.41733,0.32133,0.70433,96.33333,-0.11718,0.47806,0.53887,0.66667,1
38.0,0.44333,0.34867,0.62933,98.66667,-0.00474,0.51151,0.55125,40.0,0.45267,0.37933,0.69533,108.33333,0.05331,0.50895,0.57793,0.33333,1
37.33333,0.47767,0.36067,0.727,108.66667,0.20252,0.54451,0.63422,43.0,0.448,0.314,0.68233,111.0,0.10349,0.49781,0.54953,0.33333,1
36.66667,0.46767,0.426,0.70367,98.0,-0.03967,0.53849,0.59272,43.33333,0.497,0.34033,0.78967,111.0,0.11271,0.54816,0.60762,0.0,1
40.0,0.472,0.33767,0.71433,105.66667,0.01469,0.53679,0.59254,40.0,0.453,0.33133,0.76267,100.66667,0.08307,0.508,0.55025,0.33333,0
42.66667,0.519,0.50867,0.673,113.0,0.05884,0.60958,0.65334,34.33333,0.43433,0.32867,0.74733,88.66667,-0.30861,0.4868,0.53796,1.0,0
40.0,0.46367,0.37133,0.785,105.0,0.03251,0.50807,0.57629,42.33333,0.47867,0.35567,0.85533,108.0,-0.10689,0.54711,0.59261,1.0,0
39.66667,0.45733,0.30433,0.767,107.66667,-0.01803,0.51235,0.58755,39.66667,0.47967,0.40367,0.79833,101.33333,-0.08382,0.5486,0.59263,1.0,0
41.33333,0.46767,0.37567,0.74633,111.66667,0.05862,0.54441,0.60265,40.66667,0.467,0.365,0.847,106.33333,0.01218,0.52919,0.58693,0.66667,1
36.66667,0.42633,0.33267,0.82167,99.66667,-0.12855,0.47325,0.55007,39.0,0.43967,0.34733,0.789,100.33333,-0.10739,0.488,0.54616,1.0,0
41.0,0.46233,0.29433,0.71467,104.66667,0.03557,0.51046,0.56822,39.66667,0.46167,0.48967,0.65367,105.33333,0.05756,0.54348,0.58527,0.0,0
38.33333,0.442,0.33333,0.82333,106.66667,0.02206,0.50724,0.58229,34.33333,0.39433,0.30933,0.82833,96.33333,-0.05992,0.4481,0.52344,0.66667,1
35.66667,0.44167,0.35833,0.78867,96.0,-0.13676,0.4995,0.56596,43.66667,0.489,0.34433,0.752,110.0,0.15589,0.53855,0.58936,0.0,1
39.0,0.46333,0.397,0.786,111.66667,0.09546,0.53626,0.62021,39.66667,0.448,0.32467,0.78833,100.0,-0.13767,0.50975,0.54652,1.0,0
37.0,0.42867,0.338,0.65533,98.66667,-0.11848,0.4977,0.54455,36.66667,0.463,0.37633,0.73533,105.66667,-0.08165,0.51835,0.61324,0.66667,0
40.66667,0.52333,0.39933,0.866,112.0,0.27985,0.59875,0.67861,41.33333,0.46967,0.358,0.79167,107.66667,-0.05689,0.52979,0.58528,0.66667,0
42.66667,0.462,0.41033,0.76933,116.66667,0.03025,0.53752,0.60174,34.0,0.40133,0.32733,0.84233,95.0,-0.16967,0.45906,0.5327,1.0,0
40.66667,0.499,0.41667,0.78267,110.0,-0.0557,0.57385,0.64016,36.66667,0.43233,0.31867,0.63967,97.66667,-0.07426,0.47911,0.54048,0.33333,0
34.0,0.41133,0.35867,0.79967,100.66667,0.01876,0.48773,0.57049,36.33333,0.42433,0.292,0.772,99.33333,-0.09167,0.47909,0.54783,1.0,0
44.0,0.472,0.382,0.72333,111.0,0.00383,0.53029,0.57424,42.0,0.47133,0.32567,0.74367,106.33333,-0.17154,0.52008,0.57269,1.0,1
35.66667,0.39567,0.313,0.73,95.66667,-0.04279,0.44023,0.50303,45.0,0.46733,0.36733,0.82633,120.33333,0.12802,0.53163,0.59434,0.0,1
34.33333,0.44467,0.37567,0.71933,95.66667,0.11129,0.50062,0.57769,40.33333,0.456,0.30433,0.817,108.33333,0.05494,0.49351,0.57533,0.33333,0
41.0,0.513,0.388,0.84833,107.0,0.13096,0.56368,0.63409,36.0,0.436,0.33567,0.80233,103.33333,0.02814,0.49419,0.58313,0.33333,1
42.66667,0.46133,0.348,0.69367,110.0,0.00384,0.52105,0.56943,36.33333,0.48167,0.37633,0.699,96.0,-0.04729,0.55898,0.60855,0.66667,1
41.0,0.525,0.42967,0.79967,113.66667,0.09741,0.59734,0.68006,40.66667,0.475,0.35633,0.711,104.33333,-0.00407,0.53136,0.58102,0.33333,0
37.33333,0.476,0.344,0.78233,106.33333,0.0221,0.53906,0.6309,38.0,0.488,0.40633,0.79833,105.33333,-0.02683,0.56768,0.63769,0.66667,0
38.0,0.45067,0.40233,0.72933,105.0,0.09207,0.5075,0.58057,43.66667,0.491,0.45333,0.75567,116.33333,-0.0591,0.58437,0.62915,0.66667,1
39.0,0.486,0.38,0.85867,108.0,0.07675,0.56137,0.63628,38.0,0.46367,0.39233,0.69633,101.33333,0.02232,0.53704,0.58818,0.66667,0
46.66667,0.50167,0.40733,0.679,121.0,0.09529,0.58604,0.62424,39.33333,0.45567,0.39733,0.82667,101.33333,0.15975,0.50584,0.56243,0.0,1
41.0,0.482,0.422,0.85533,112.0,0.14526,0.54627,0.62197,44.33333,0.446,0.42567,0.59967,113.66667,0.08425,0.50518,0.54532,0.0,1
40.33333,0.44467,0.32267,0.87067,108.66667,0.02521,0.4977,0.56882,37.66667,0.457,0.40067,0.81833,102.0,-0.10364,0.52923,0.58922,0.66667,1
33.0,0.399,0.33467,0.663,91.33333,-0.08145,0.46106,0.52025,36.33333,0.45733,0.435,0.85433,107.33333,-0.0692,0.53258,0.63029,0.33333,0
37.66667,0.41867,0.321,0.772,101.66667,0.02198,0.47443,0.53655,37.66667,0.44767,0.36133,0.788,98.33333,-0.05953,0.50867,0.56297,0.66667,1
38.66667,0.446,0.33833,0.811,106.66667,0.0793,0.51007,0.58132,42.33333,0.50933,0.44133,0.772,117.66667,0.12424,0.58139,0.66124,0.0,1
36.33333,0.46833,0.341,0.72,107.0,0.02917,0.52673,0.62944,36.33333,0.438,0.35233,0.68333,92.33333,-0.21387,0.49208,0.53388,1.0,0
39.33333,0.46,0.38567,0.797,102.33333,-0.00155,0.51091,0.57099,40.0,0.45533,0.29033,0.699,105.33333,-0.13567,0.49718,0.56697,1.0,0
47.0,0.48433,0.37867,0.77433,121.0,0.02376,0.56068,0.60088,35.0,0.41267,0.35367,0.79733,94.66667,-0.04457,0.47353,0.53282,0.66667,0
44.33333,0.505,0.34467,0.73033,114.66667,0.072,0.56439,0.62371,36.66667,0.47533,0.43033,0.75067,108.33333,0.17155,0.56029,0.64897,0.0,0
44.0,0.565,0.44667,0.81467,107.66667,0.13305,0.63521,0.67182,39.0,0.46667,0.34867,0.871,104.66667,0.08997,0.51942,0.59446,0.33333,0
35.0,0.42767,0.33767,0.79467,98.0,0.07312,0.48898,0.56402,35.66667,0.46467,0.41967,0.74933,101.0,0.12259,0.54756,0.61679,0.33333,1
43.66667,0.48167,0.32833,0.70867,111.0,0.07405,0.53043,0.58779,38.0,0.462,0.31867,0.757,96.33333,-0.11065,0.52271,0.56445,1.0,0
38.66667,0.46833,0.39833,0.793,107.33333,0.14574,0.53448,0.61052,40.66667,0.47567,0.37533,0.82367,106.0,0.06349,0.51878,0.58731,0.33333,1
40.0,0.458,0.33933,0.811,105.66667,0.02904,0.52092,0.57808,35.66667,0.39267,0.26267,0.777,93.66667,-0.20769,0.43298,0.49394,1.0,0
39.66667,0.44333,0.32367,0.738,106.0,-0.04932,0.50113,0.56027,42.33333,0.473,0.41133,0.73633,108.66667,-0.11515,0.55273,0.58884,1.0,0
40.0,0.465,0.376,0.66767,108.0,-0.00208,0.53835,0.59364,35.33333,0.40733,0.33867,0.797,95.33333,-0.01825,0.46497,0.52508,0.66667,0
36.0,0.42767,0.311,0.76467,104.66667,0.06605,0.47008,0.5731,37.66667,0.42933,0.35333,0.829,102.0,-0.11182,0.49204,0.55669,0.66667,1
35.33333,0.45933,0.39033,0.769,97.0,-0.03469,0.53074,0.59393,38.66667,0.43233,0.38633,0.737,106.0,-0.0336,0.50835,0.56414,0.66667,1
39.0,0.449,0.31767,0.77567,104.0,-0.08375,0.50723,0.57103,41.66667,0.48067,0.39367,0.803,104.66667,0.06681,0.54894,0.58695,0.66667,0
40.33333,0.49933,0.335,0.674,101.33333,-0.05874,0.54903,0.59677,35.0,0.40333,0.37033,0.763,95.66667,-0.1691,0.467,0.52606,1.0,1
41.66667,0.502,0.38633,0.747,109.33333,-0.0011,0.56952,0.62625,39.0,0.45967,0.32333,0.76833,105.0,-0.12245,0.51224,0.58522,0.66667,0
35.66667,0.41367,0.30067,0.66167,95.0,0.02015,0.46859,0.52322,38.66667,0.496,0.39167,0.84033,101.0,-0.0759,0.58025,0.62562,1.0,0
40.0,0.46967,0.37367,0.67233,105.66667,-0.10107,0.5381,0.59216,42.33333,0.43767,0.36733,0.743,109.66667,0.12806,0.49807,0.54444,0.0,1
33.0,0.43667,0.36067,0.80967,97.66667,0.08903,0.49196,0.59633,43.66667,0.46533,0.356,0.754,110.66667,0.0966,0.52175,0.56623,0.0,1
44.33333,0.50833,0.459,0.87067,118.66667,0.21339,0.59197,0.65052,37.33333,0.493,0.45733,0.68967,98.33333,-0.01028,0.5815,0.62333,0.66667,0
38.66667,0.50333,0.421,0.78667,113.66667,0.06939,0.57465,0.67838,38.33333,0.458,0.36067,0.851,110.33333,-0.10505,0.53343,0.61939,1.0,1
38.0,0.472,0.35433,0.75567,102.0,-0.04644,0.53304,0.6035,39.66667,0.44267,0.28467,0.76967,104.66667,0.02983,0.47969,0.55065,0.33333,1
47.33333,0.53067,0.37433,0.727,117.33333,0.22664,0.5756,0.63024,45.0,0.46867,0.34633,0.725,116.0,-0.02668,0.52067,0.5761,0.66667,0
38.0,0.45733,0.346,0.74867,104.66667,0.06874,0.50732,0.58605,40.66667,0.45567,0.27633,0.75933,105.33333,-0.20659,0.51145,0.56405,1.0,0
41.0,0.444,0.344,0.685,104.33333,-0.03756,0.51109,0.54557,36.0,0.43567,0.36333,0.806,101.33333,-0.09162,0.50482,0.58181,1.0,0
41.0,0.50267,0.43333,0.74333,110.0,0.06432,0.57721,0.63965,35.33333,0.439,0.35667,0.70533,96.33333,-0.09382,0.50507,0.56761,0.66667,0
35.66667,0.464,0.374,0.725,99.66667,-0.01666,0.5388,0.60777,39.66667,0.45767,0.413,0.764,104.0,0.15433,0.51542,0.57118,0.0,0
36.66667,0.425,0.28633,0.79,105.33333,-0.07232,0.46901,0.56482,43.33333,0.435,0.36033,0.516,109.0,0.05128,0.4887,0.52057,0.0,1
40.66667,0.442,0.356,0.77333,110.33333,0.07864,0.49817,0.5669,34.33333,0.38967,0.304,0.66,92.0,-0.23598,0.44025,0.49494,1.0,1
36.66667,0.44967,0.33,0.68667,96.66667,-0.08961,0.50529,0.56042,42.0,0.487,0.34333,0.73567,109.33333,0.17292,0.53125,0.59739,0.0,1
39.0,0.46933,0.39833,0.77567,113.0,0.01006,0.53782,0.63127,39.0,0.47133,0.43267,0.74833,104.66667,0.02114,0.54495,0.60315,0.33333,1
39.66667,0.432,0.325,0.75867,103.33333,0.08292,0.49201,0.54001,34.33333,0.41333,0.37633,0.72533,96.33333,-0.22611,0.48724,0.55088,0.66667,0
37.33333,0.45867,0.40467,0.778,103.33333,-0.00372,0.52652,0.59886,38.33333,0.43933,0.37167,0.743,103.66667,-0.15687,0.49407,0.56005,1.0,1
42.33333,0.497,0.453,0.82067,114.33333,0.1311,0.58504,0.64065,36.0,0.42667,0.318,0.75967,101.0,-0.05585,0.47746,0.56021,0.66667,0
39.0,0.462,0.35233,0.73833,108.33333,0.15546,0.53724,0.60482,39.66667,0.48333,0.29533,0.86,105.33333,-0.00081,0.52977,0.60752,0.66667,0
33.0,0.40633,0.37633,0.797,94.0,0.01476,0.48069,0.54852,39.33333,0.427,0.41967,0.73433,106.66667,0.01348,0.50477,0.55409,0.33333,1
33.33333,0.419,0.34333,0.749,96.66667,-0.12957,0.47345,0.5631,39.66667,0.45733,0.38733,0.758,105.0,-0.00267,0.51729,0.57556,0.66667,1
36.33333,0.45167,0.325,0.78233,105.0,-0.01807,0.51523,0.605,41.33333,0.505,0.43733,0.83433,108.0,0.11111,0.55525,0.62433,0.0,0
39.0,0.46833,0.33233,0.87933,105.0,0.01013,0.52082,0.59841,38.0,0.48433,0.429,0.72567,106.66667,0.06193,0.56797,0.63784,0.33333,1
40.66667,0.46467,0.344,0.75933,111.66667,-0.04652,0.52384,0.59787,39.33333,0.47233,0.39933,0.68967,105.0,0.03873,0.53695,0.59475,0.33333,0
36.66667,0.45067,0.331,0.82433,99.66667,0.01792,0.51616,0.58275,38.66667,0.428,0.261,0.74667,98.66667,-0.11942,0.47012,0.52289,1.0,0
42.33333,0.55067,0.419,0.828,107.66667,0.08587,0.61974,0.67223,41.66667,0.46833,0.48833,0.69867,111.66667,0.01699,0.55256,0.59822,0.33333,1
36.66667,0.43267,0.326,0.81133,100.0,-0.01443,0.48912,0.55828,38.33333,0.433,0.31733,0.891,100.66667,-0.06349,0.48269,0.54737,0.33333,0
35.33333,0.451,0.33967,0.689,97.66667,-0.07853,0.51135,0.58147,36.0,0.421,0.34633,0.68567,97.0,-0.07283,0.48112,0.53769,0.66667,0
37.33333,0.44,0.41567,0.704,96.66667,0.00374,0.50084,0.54991,39.66667,0.45933,0.378,0.724,98.0,-0.1534,0.51924,0.55103,1.0,0
42.33333,0.50967,0.40667,0.747,110.66667,0.1043,0.5771,0.6336,41.0,0.471,0.408,0.724,105.66667,0.02459,0.53057,0.57939,0.33333,1
36.66667,0.43633,0.31467,0.738,99.66667,0.15964,0.49229,0.55989,40.0,0.46533,0.34033,0.77367,110.66667,-0.08528,0.5255,0.6004,0.66667,1
40.66667,0.46467,0.402,0.692,112.0,-0.0824,0.53201,0.5991,37.0,0.38833,0.29333,0.78367,96.0,-0.21971,0.43381,0.48508,1.0,0
40.66667,0.46833,0.37133,0.79867,116.66667,0.04367,0.54269,0.62673,41.66667,0.46867,0.38467,0.759,116.33333,-0.02914,0.54525,0.61122,0.33333,0
33.33333,0.409,0.345,0.72833,98.33333,-0.02644,0.46283,0.55755,35.33333,0.39367,0.326,0.76467,101.33333,-0.09143,0.44419,0.52762,0.66667,0
45.33333,0.52267,0.46267,0.80467,120.0,0.13193,0.58727,0.6547,36.66667,0.48267,0.44533,0.79567,99.66667,-0.07137,0.56509,0.62561,0.66667,1
42.0,0.49067,0.354,0.788,113.66667,0.10254,0.555,0.62579,40.33333,0.477,0.40533,0.77133,111.66667,-0.00909,0.54875,0.6202,0.66667,1
42.0,0.56,0.48567,0.817,106.33333,0.05591,0.64032,0.68361,43.0,0.459,0.36867,0.79633,115.0,-0.11655,0.52386,0.58525,1.0,1
42.33333,0.51933,0.35733,0.70367,114.33333,0.11932,0.56833,0.64732,37.66667,0.45933,0.34933,0.837,101.33333,-0.00275,0.51021,0.58536,0.66667,0
40.66667,0.48,0.41567,0.75833,107.66667,0.037,0.55614,0.60968,31.66667,0.39767,0.36833,0.75467,90.0,-0.25615,0.46425,0.53351,0.66667,1
34.0,0.41433,0.38,0.78067,99.0,-0.00698,0.47738,0.56305,38.33333,0.444,0.38933,0.73533,98.33333,0.03608,0.4963,0.54465,0.33333,1
41.0,0.43233,0.323,0.81033,110.33333,0.06525,0.48139,0.55396,37.0,0.40667,0.38567,0.71233,99.33333,-0.13157,0.4763,0.52337,1.0,1
37.0,0.437,0.39867,0.74233,94.33333,-0.00874,0.49041,0.53674,41.0,0.42633,0.34367,0.654,111.33333,0.05917,0.48455,0.54946,0.0,0
37.0,0.41,0.30467,0.68433,97.0,-0.02141,0.45027,0.50822,39.33333,0.47533,0.327,0.83867,103.66667,-0.03744,0.52566,0.59529,0.66667,0
38.0,0.47667,0.364,0.77433,101.0,-0.06912,0.53355,0.60002,41.0,0.508,0.39767,0.80967,107.66667,0.10652,0.56356,0.63017,0.0,1
35.33333,0.43167,0.33,0.709,97.33333,-0.07654,0.48499,0.55584,37.33333,0.46233,0.313,0.72733,96.0,-0.04777,0.51273,0.56666,0.33333,1
47.33333,0.48867,0.34467,0.72467,118.66667,0.17586,0.55077,0.5899,40.33333,0.43567,0.346,0.793,105.0,-0.06944,0.48288,0.54144,0.66667,0
36.0,0.45133,0.38633,0.797,104.0,0.06643,0.52063,0.60719,38.33333,0.439,0.36833,0.73333,104.0,-0.1048,0.50286,0.56481,1.0,0
44.0,0.50133,0.40333,0.87433,116.33333,0.28479,0.57316,0.6334,39.0,0.47333,0.354,0.79067,99.0,-0.08772,0.51379,0.57257,0.33333,0
40.33333,0.48367,0.37767,0.86333,105.66667,-0.09212,0.53423,0.60446,44.33333,0.52767,0.32867,0.82467,121.0,0.2667,0.5821,0.6774,0.0,1
39.33333,0.445,0.385,0.69233,101.33333,0.06394,0.49956,0.54755,38.33333,0.42067,0.22567,0.73933,96.0,-0.16225,0.44997,0.50414,1.0,1
40.66667,0.502,0.34967,0.80433,109.0,0.11365,0.57026,0.63696,37.0,0.44933,0.43967,0.75033,101.33333,0.06393,0.53054,0.58588,0.33333,0
43.33333,0.531,0.39767,0.81567,113.33333,0.37439,0.5926,0.65967,37.0,0.40967,0.33,0.81333,100.33333,-0.18969,0.46747,0.53112,0.66667,0
39.66667,0.45667,0.32333,0.77933,106.0,0.00125,0.51798,0.5808,36.33333,0.42167,0.27033,0.816,87.66667,-0.21468,0.45806,0.49601,1.0,0
37.66667,0.40333,0.38667,0.64,99.66667,-0.09936,0.45323,0.50433,32.66667,0.403,0.32733,0.81067,94.33333,-0.07521,0.456,0.54361,0.66667,1
39.66667,0.50633,0.37,0.84467,111.33333,0.36055,0.58356,0.66679,35.33333,0.40233,0.34867,0.79633,98.0,0.01569,0.46452,0.53031,0.66667,0
39.66667,0.47933,0.36367,0.88767,107.0,0.12513,0.55547,0.61854,39.33333,0.453,0.38,0.71833,105.0,-0.01255,0.51302,0.57414,0.66667,0
35.66667,0.44267,0.381,0.797,105.66667,0.07516,0.52147,0.61027,36.66667,0.497,0.45767,0.79367,101.0,0.16227,0.58705,0.64938,0.33333,0
36.33333,0.474,0.391,0.75267,98.66667,-0.15721,0.54167,0.60964,38.0,0.42833,0.31967,0.69733,99.33333,-0.19334,0.477,0.53146,1.0,1
42.66667,0.45567,0.34767,0.80567,125.66667,0.0264,0.52934,0.62161,40.33333,0.48933,0.42,0.90833,113.33333,-0.00689,0.56194,0.64838,0.66667,0
38.66667,0.46467,0.40633,0.83633,114.0,0.06039,0.54329,0.6378,41.0,0.49567,0.32733,0.743,108.33333,0.13451,0.54671,0.6213,0.0,1
37.33333,0.462,0.39667,0.85333,103.33333,0.11772,0.53299,0.60575,37.0,0.47833,0.42433,0.84667,103.0,0.09978,0.54618,0.62712,0.33333,0
39.66667,0.47967,0.37767,0.72267,112.33333,0.02706,0.53958,0.62679,40.33333,0.45367,0.29633,0.803,105.33333,-0.17209,0.50769,0.56569,1.0,1
38.66667,0.46667,0.38033,0.70567,104.66667,-0.14764,0.53616,0.59764,41.33333,0.46,0.403,0.75233,111.66667,0.00433,0.53227,0.5923,0.66667,0
35.33333,0.428,0.22533,0.68467,87.0,-0.16429,0.46044,0.50542,38.33333,0.47333,0.433,0.90633,103.66667,-0.09877,0.54537,0.6139,0.66667,0
41.33333,0.483,0.30267,0.781,110.33333,0.08653,0.53478,0.60465,40.66667,0.476,0.39867,0.79933,115.0,-0.00201,0.5468,0.62982,0.33333,1
38.33333,0.483,0.37433,0.81933,105.66667,-0.00859,0.55239,0.62853,42.0,0.52133,0.28767,0.851,117.0,0.18273,0.57256,0.6756,0.0,1
41.33333,0.46933,0.288,0.73567,106.0,-0.06866,0.51101,0.57099,35.0,0.43533,0.33967,0.79033,101.0,-0.18003,0.50539,0.5896,1.0,0
39.0,0.43133,0.35467,0.79,105.66667,0.05717,0.47972,0.55321,41.0,0.51533,0.34433,0.792,106.33333,0.12608,0.56409,0.63083,0.0,0
40.0,0.49867,0.46333,0.84233,107.66667,0.17762,0.58602,0.64324,38.33333,0.437,0.30733,0.76867,107.0,0.02454,0.48854,0.5721,0.33333,0
38.0,0.44167,0.266,0.70667,98.0,-0.15798,0.48184,0.53844,44.33333,0.53133,0.45633,0.73167,118.66667,0.20771,0.6159,0.67355,0.0,0
39.0,0.44167,0.33533,0.76933,104.33333,-0.17541,0.50024,0.56054,39.0,0.419,0.298,0.854,105.33333,-0.15151,0.46047,0.53726,0.66667,1
39.0,0.46433,0.33733,0.81433,111.66667,0.19571,0.53961,0.62309,35.66667,0.439,0.415,0.67267,96.33333,-0.05302,0.50098,0.55899,0.33333,1
41.66667,0.48667,0.37067,0.808,112.66667,0.08912,0.55299,0.62265,38.0,0.445,0.28333,0.76167,104.0,-0.23276,0.49687,0.57368,1.0,0
42.0,0.479,0.45033,0.68967,109.0,0.0822,0.55144,0.5942,40.0,0.48667,0.314,0.828,111.66667,0.08309,0.52621,0.62786,0.33333,0
39.0,0.45467,0.35133,0.73433,107.66667,-0.04367,0.52133,0.59086,38.0,0.454,0.30933,0.77933,98.33333,-0.16047,0.50373,0.56106,1.0,1
35.0,0.443,0.43867,0.839,102.0,-0.00431,0.50422,0.59976,42.33333,0.48,0.32,0.819,108.66667,-0.03669,0.53039,0.58888,0.66667,1
39.66667,0.461,0.356,0.79867,108.0,-0.00113,0.51265,0.59087,35.66667,0.41067,0.30833,0.711,100.33333,-0.08451,0.46439,0.54227,0.66667,0
38.0,0.45667,0.35533,0.80533,98.66667,-0.12686,0.5054,0.56493,36.33333,0.40633,0.27067,0.781,94.33333,-0.15876,0.4396,0.50199,0.66667,0
39.66667,0.465,0.33967,0.80567,103.66667,-0.1087,0.51636,0.5811,34.33333,0.411,0.26567,0.84133,87.66667,-0.23283,0.46163,0.50694,1.0,1
43.66667,0.49267,0.30667,0.72033,110.33333,0.07452,0.53783,0.59068,42.33333,0.43467,0.30533,0.76033,106.0,-0.06222,0.47619,0.52217,0.66667,1
39.0,0.48167,0.331,0.81833,104.0,0.11545,0.54791,0.61153,37.33333,0.416,0.28767,0.765,104.66667,0.01754,0.47518,0.55114,0.66667,0
40.33333,0.43533,0.398,0.69767,105.33333,0.0437,0.49475,0.54269,43.66667,0.50167,0.39233,0.67867,108.0,-0.09132,0.57579,0.6037,1.0,0
40.66667,0.51167,0.35833,0.831,108.66667,-0.02911,0.57072,0.64404,37.0,0.44233,0.30767,0.73333,103.66667,-0.08285,0.50598,0.58182,0.66667,1
40.33333,0.476,0.31567,0.75033,109.66667,-0.11961,0.52319,0.60429,34.33333,0.42467,0.314,0.77133,93.0,-0.0814,0.47429,0.5449,0.66667,0
43.0,0.51433,0.459,0.754,116.66667,0.18109,0.58997,0.65574,40.66667,0.45333,0.356,0.70467,103.0,-0.10806,0.51509,0.55355,0.66667,1
40.66667,0.44567,0.42867,0.64267,111.33333,-0.03928,0.52053,0.57479,45.33333,0.483,0.41933,0.70167,130.66667,0.04347,0.56088,0.64253,0.33333,1
40.0,0.47533,0.39133,0.79033,109.0,0.02859,0.54687,0.61414,45.0,0.462,0.379,0.863,118.33333,0.00089,0.52355,0.58256,0.33333,1
42.66667,0.531,0.448,0.902,116.0,0.2641,0.61053,0.68368,38.33333,0.43133,0.31267,0.75833,105.0,0.01151,0.49252,0.55836,0.66667,1
42.0,0.46533,0.394,0.66433,116.66667,-0.06048,0.55025,0.60744,41.66667,0.46833,0.36067,0.713,110.0,-0.03361,0.53122,0.58676,0.66667,1
43.66667,0.48333,0.32933,0.84533,125.0,0.1333,0.53983,0.63927,39.33333,0.49267,0.418,0.811,108.66667,-0.03672,0.55771,0.63705,0.33333,1
40.0,0.47567,0.36167,0.714,109.66667,-0.02673,0.53236,0.6068,37.0,0.455,0.26667,0.769,97.0,-0.07659,0.50053,0.56563,0.33333,0
40.33333,0.48233,0.33667,0.75433,104.0,-0.08284,0.53273,0.58986,42.0,0.49967,0.445,0.666,109.66667,0.00845,0.57751,0.61995,0.33333,1
39.33333,0.44933,0.30433,0.746,102.33333,-0.09268,0.50183,0.55768,35.66667,0.433,0.39667,0.76967,97.66667,0.00014,0.50173,0.56364,0.66667,1
41.33333,0.484,0.46333,0.88333,109.0,0.27939,0.56602,0.61695,42.66667,0.482,0.44233,0.83067,115.33333,-0.01966,0.57021,0.62511,0.33333,0
40.33333,0.459,0.309,0.79933,108.0,0.07615,0.50976,0.57826,34.0,0.421,0.263,0.80967,95.0,-0.2812,0.4723,0.55459,1.0,0
40.0,0.476,0.352,0.80567,105.0,0.15118,0.5434,0.59914,40.66667,0.46167,0.444,0.78567,107.33333,0.04084,0.52992,0.58323,0.33333,1
32.66667,0.38467,0.35633,0.8,92.66667,-0.02164,0.42567,0.5109,34.66667,0.415,0.327,0.78767,99.33333,-0.18741,0.4687,0.55506,0.66667,1
43.0,0.49367,0.39633,0.698,111.66667,0.07672,0.55593,0.608,41.66667,0.49867,0.37767,0.76,101.66667,0.08096,0.55566,0.58903,0.33333,0
39.66667,0.458,0.328,0.74833,104.66667,-0.01452,0.5005,0.57179,42.33333,0.52433,0.43933,0.74733,114.33333,0.12457,0.61164,0.67122,0.33333,1
36.66667,0.456,0.44667,0.76067,97.33333,0.09266,0.52308,0.58022,34.66667,0.41167,0.381,0.72333,98.0,-0.08106,0.48041,0.54837,0.66667,1
