Team_away,MP_away,FG_away,FGA_away,FG%_away,3P_away,3PA_away,3P%_away,FT_away,FTA_away,FT%_away,ORB_away,DRB_away,TRB_away,AST_away,STL_away,BLK_away,TOV_away,PF_away,PTS_away,Team_home,MP_home,FG_home,FGA_home,FG%_home,3P_home,3PA_home,3P%_home,FT_home,FTA_home,FT%_home,ORB_home,DRB_home,TRB_home,AST_home,STL_home,BLK_home,TOV_home,PF_home,PTS_home,Winner,LogRatio_home,LogRatio_away,RB_aggr_home,RB_aggr_away,eFG%_home,eFG%_away,TS%_home,TS%_away,Elo_home,Elo_away,ModelProb_Away,ModelProb_Home,OddsAway_Elo,OddsHome_Elo,HomeTeamWon
Utah Jazz,240,34,79,0.43,7,28,0.25,9,11,0.818,8,33,41,20,7,7,18,23,84,Los Angeles Clippers,240,39,83,0.47,10,29,0.345,14,21,0.667,11,33,44,21,12,4,13,16,102,0,0.2801079191927352,-0.28010791919273537,0.3333333333333333,0.24242424242424243,0.5301204819277109,0.47468354430379744,0.5820588906642319,0.5158437730287398,1542.9474034893365,1496.8361435898837,0.4746466083334232,0.5253533916665769,2.1068306029009563,1.9034806205927464,1
Denver Nuggets,240,38,100,0.38,8,31,0.258,9,15,0.6,18,33,51,18,6,1,13,23,93,Charlotte Hornets,240,38,81,0.469,13,31,0.419,21,26,0.808,10,40,50,17,5,5,14,16,110,0,0.24220090241662828,-0.2422009024166282,0.30303030303030304,0.45,0.5493827160493827,0.42,0.6342250922509225,0.45014520813165537,1519.4303618000265,1492.6706414220248,0.5051036440115241,0.49489635598847587,1.979791695933963,2.020625102406868,1
Minnesota Timberwolves,240,37,85,0.435,9,25,0.36,18,21,0.857,7,30,37,19,5,4,14,19,101,Detroit Pistons,240,48,92,0.522,15,34,0.441,11,17,0.647,12,35,47,32,7,3,14,22,122,0,0.2725258548110915,-0.2725258548110915,0.4,0.2,0.6032608695652174,0.48823529411764705,0.6371422602882808,0.5634902923454586,1513.5883258385625,1466.9610067993208,0.47383611269737747,0.5261638873026225,2.1104343320465,1.9005485251496388,1
Houston Rockets,240,36,75,0.48,12,39,0.308,21,24,0.875,7,33,40,22,11,13,19,13,105,Philadelphia 76ers,240,43,97,0.443,12,36,0.333,6,10,0.6,12,31,43,29,14,7,14,19,104,1,-0.013805799525030428,0.013805799525030428,0.36363636363636365,0.22580645161290322,0.5051546391752577,0.56,0.5241935483870968,0.6539611360239163,1486.5245020134134,1511.3495339083647,0.5356654177983241,0.4643345822016759,1.8668369597391035,2.15361947684023,0
Cleveland Cavaliers,240,39,81,0.481,12,35,0.343,17,26,0.654,9,38,47,21,5,7,21,17,107,Brooklyn Nets,240,40,93,0.43,17,46,0.37,15,21,0.714,10,28,38,22,11,3,12,22,112,0,0.06588793565645701,-0.06588793565645709,0.2631578947368421,0.32142857142857145,0.521505376344086,0.5555555555555556,0.5736529399713173,0.6169280442804428,1503.817094098921,1502.9294594907815,0.498722593893794,0.5012774061062061,2.005122711991982,1.994903396440192,1
San Antonio Spurs,240,42,76,0.553,10,17,0.588,23,30,0.767,8,36,44,18,6,3,13,20,117,Miami Heat,240,37,80,0.463,9,26,0.346,17,18,0.944,4,28,32,19,6,2,9,25,100,1,-0.2265085298086799,0.22650852980867975,0.1111111111111111,0.2857142857142857,0.51875,0.618421052631579,0.5955216769890425,0.7082324455205812,1488.9589968520588,1525.3013657582464,0.5099885546185489,0.4900114453814512,1.9608283184864026,2.0407686584168383,0
Indiana Pacers,240,28,83,0.337,10,29,0.345,30,35,0.857,14,27,41,13,13,2,19,23,96,Oklahoma City Thunder,240,43,89,0.483,10,27,0.37,18,26,0.692,16,33,49,26,8,8,21,27,114,0,0.2479275134435855,-0.24792751344358557,0.5925925925925926,0.42424242424242425,0.5393258426966292,0.39759036144578314,0.6017736486486487,0.5292171995589856,1526.1177864334882,1489.6268952186058,0.4897776091124851,0.510222390887515,2.0417429898685597,1.9599296656905494,1
Memphis Grizzlies,240,33,72,0.458,12,31,0.387,16,24,0.667,6,30,36,14,7,2,17,22,94,Dallas Mavericks,240,36,74,0.486,11,26,0.423,20,29,0.69,4,31,35,20,6,4,11,20,103,0,0.13191167550558097,-0.13191167550558094,0.13333333333333333,0.1935483870967742,0.5608108108108109,0.5416666666666666,0.6407066434436427,0.6081780538302277,1471.2822696912801,1514.3998983522285,0.573070299481947,0.42692970051805296,1.7449866114227095,2.3423060021042375,1
Utah Jazz,240,32,77,0.416,6,25,0.24,18,25,0.72,7,37,44,20,8,10,23,19,88,Phoenix Suns,240,42,96,0.438,6,19,0.316,7,9,0.778,16,39,55,18,8,5,16,25,97,0,0.14048122354983045,-0.14048122354983042,0.43243243243243246,0.1794871794871795,0.46875,0.45454545454545453,0.49499897938354764,0.5333333333333333,1475.048858998866,1493.079279351684,0.5366948911714045,0.46330510882859555,1.8632560444489672,2.1584048631114063,1
Toronto Raptors,240,43,94,0.457,8,34,0.235,18,19,0.947,17,25,42,30,10,6,16,16,112,Golden State Warriors,240,43,77,0.558,12,26,0.462,19,22,0.864,6,31,37,32,10,7,17,15,117,0,0.0630097975258005,-0.06300979752580035,0.24,0.5483870967741935,0.6363636363636364,0.5,0.7148093841642228,0.5703809329802403,1510.3927562082401,1529.0267045112446,0.5267907245157011,0.47320927548429886,1.8982870302421107,2.1132299213208894,1
Washington Wizards,265,39,95,0.411,6,26,0.231,15,23,0.652,7,38,45,20,11,5,13,19,99,Los Angeles Lakers,265,41,92,0.446,7,30,0.233,13,16,0.813,6,47,53,27,9,5,21,26,102,0,0.04306872189188593,-0.04306872189188598,0.15789473684210525,0.14893617021276595,0.483695652173913,0.4421052631578947,0.5339195979899498,0.4947031780931441,1481.541054350228,1500.0,0.5265395917478211,0.473460408252179,1.899192417194216,2.1121090223606838,1
Atlanta Hawks,240,32,81,0.395,11,28,0.393,11,13,0.846,7,33,40,22,10,5,10,23,86,Chicago Bulls,240,31,86,0.36,7,32,0.219,22,29,0.759,18,44,62,20,5,4,13,15,91,0,0.08152988549659847,-0.08152988549659837,0.5454545454545454,0.1590909090909091,0.4011627906976744,0.46296296296296297,0.4925308508335138,0.5127593608394944,1474.6177901124663,1473.5488161296346,0.49846162763074714,0.5015383723692529,2.0061724806242958,1.9938653851668988,1
Dallas Mavericks,240,32,94,0.34,10,34,0.294,17,20,0.85,18,35,53,20,10,3,14,22,91,Memphis Grizzlies,240,30,73,0.411,10,34,0.294,26,30,0.867,9,37,46,18,7,6,18,23,96,0,0.07716786052245996,-0.07716786052245997,0.2571428571428571,0.4864864864864865,0.4794520547945205,0.39361702127659576,0.6030150753768845,0.4623983739837398,1514.3998983522285,1471.2822696912801,0.43826535344943107,0.5617346465505689,2.281722687247246,1.780199968331448,1
Boston Celtics,240,33,78,0.423,11,30,0.367,19,22,0.864,6,39,45,21,7,4,15,14,96,Milwaukee Bucks,240,35,77,0.455,11,25,0.44,8,14,0.571,2,35,37,22,6,3,16,20,89,1,-0.10922906975475836,0.10922906975475839,0.05128205128205128,0.17142857142857143,0.525974025974026,0.4935897435897436,0.5556943056943057,0.5794302269435055,1488.8098940527327,1521.4893207920134,0.5376427156961328,0.4623572843038672,1.8599712612217076,2.1628295561637287,0
Los Angeles Clippers,240,36,77,0.468,9,28,0.321,23,36,0.639,14,32,46,11,4,5,11,19,104,Portland Trail Blazers,240,35,89,0.393,14,31,0.452,19,22,0.864,16,28,44,19,5,4,9,26,103,1,-0.013939190957873729,0.013939190957873774,0.5,0.5,0.47191011235955055,0.525974025974026,0.5488064791133844,0.6123410268487989,1536.2086403189403,1542.9474034893365,0.5096966438543123,0.49030335614568765,1.9619513137030427,2.039553650746095,0
New Orleans Pelicans,240,42,86,0.488,13,32,0.406,17,23,0.739,10,37,47,22,5,3,15,24,114,Sacramento Kings,240,38,81,0.469,7,20,0.35,23,25,0.92,5,29,34,25,7,5,12,17,106,1,-0.10496955960154249,0.10496955960154247,0.13513513513513514,0.3448275862068966,0.5123456790123457,0.563953488372093,0.6127167630057804,0.6259609048978695,1481.1878671810255,1489.3179155750997,0.5016597033422949,0.4983402966577051,1.9933831506448008,2.006660923683781,0
Houston Rockets,240,38,85,0.447,22,57,0.386,11,13,0.846,7,44,51,21,5,6,15,26,109,Charlotte Hornets,240,33,88,0.375,11,29,0.379,16,28,0.571,11,33,44,16,6,5,9,14,93,1,-0.22902551366889498,0.22902551366889506,0.25,0.21212121212121213,0.4375,0.5764705882352941,0.49384027187765506,0.620305030730708,1504.0815473111472,1526.698348397244,0.48837285037069134,0.5116271496293087,2.0476158722602342,1.9545483478047132,0
San Antonio Spurs,240,30,89,0.337,4,24,0.167,23,27,0.852,17,32,49,19,8,8,17,15,87,Orlando Magic,240,48,84,0.571,11,23,0.478,7,14,0.5,6,39,45,22,9,7,17,24,114,0,0.38994651831601335,-0.3899465183160133,0.1875,0.4358974358974359,0.6369047619047619,0.3595505617977528,0.6545705098759761,0.4581841162839688,1534.2747298957677,1510.0294658978296,0.5090633286805638,0.49093667131943614,1.9643921368130957,2.036922598005178,1
Denver Nuggets,240,42,91,0.462,4,20,0.2,17,23,0.739,11,35,46,25,8,4,11,12,105,Atlanta Hawks,240,37,89,0.416,14,33,0.424,12,12,1.0,11,32,43,23,7,4,12,21,100,1,-0.07038932789139803,0.070389327891398,0.3142857142857143,0.34375,0.4943820224719101,0.4835164835164835,0.5456132693147098,0.5465334166146159,1473.5488161296346,1492.6706414220248,0.5274907670690044,0.47250923293099556,1.8957677791338168,2.1163607614542386,0
Brooklyn Nets,240,30,75,0.4,11,30,0.367,15,21,0.714,5,30,35,18,5,1,16,20,86,New York Knicks,240,44,98,0.449,9,27,0.333,10,17,0.588,19,36,55,19,7,6,11,19,107,0,0.315202231699049,-0.31520223169904904,0.6333333333333333,0.1388888888888889,0.49489795918367346,0.47333333333333333,0.5258502064084922,0.5400653102235619,1487.2429455653823,1487.396879749353,0.5473404783189311,0.45265952168106904,1.8270163446915901,2.2091659450490284,1
Oklahoma City Thunder,240,43,86,0.5,8,28,0.286,22,25,0.88,11,24,35,19,8,9,14,29,116,Minnesota Timberwolves,240,42,86,0.488,8,22,0.364,27,35,0.771,17,27,44,23,5,7,15,21,119,0,0.03683676818037154,-0.036836768180371425,0.7083333333333334,0.4074074074074074,0.5348837209302325,0.5465116279069767,0.6350053361792956,0.6338797814207651,1466.9610067993208,1526.1177864334882,0.5843201828607041,0.415679817139296,1.711390483046843,2.405697748045573,1
Washington Wizards,240,43,97,0.443,15,33,0.455,16,22,0.727,12,29,41,30,7,6,14,21,117,Golden State Warriors,240,46,95,0.484,10,38,0.263,18,20,0.9,15,38,53,33,7,13,17,20,120,0,0.036525876025113875,-0.03652587602511404,0.5172413793103449,0.3157894736842105,0.5368421052631579,0.520618556701031,0.6036217303822937,0.5744304791830321,1510.3927562082401,1500.0,0.4850480808085275,0.5149519191914725,2.0616512868849997,1.941928872835551,1
Toronto Raptors,240,40,93,0.43,7,29,0.241,14,20,0.7,9,31,40,27,12,4,12,24,101,Los Angeles Lakers,240,36,79,0.456,3,23,0.13,17,24,0.708,9,40,49,20,7,6,21,22,92,1,-0.1346495266947818,0.13464952669478186,0.2903225806451613,0.225,0.47468354430379744,0.46774193548387094,0.5457997152349312,0.5184804928131417,1478.516459254024,1532.0512996074485,0.5679149862565935,0.43208501374340647,1.7608269269164578,2.314359369551867,0
Cleveland Cavaliers,240,36,78,0.462,12,32,0.375,17,23,0.739,5,32,37,19,8,2,18,19,101,New Orleans Pelicans,240,49,95,0.516,13,33,0.394,12,16,0.75,10,37,47,33,10,4,11,20,123,0,0.2843030225874451,-0.2843030225874451,0.3125,0.13513513513513514,0.5842105263157895,0.5384615384615384,0.6242387332521315,0.6079942210450276,1504.9052726936013,1487.34210237228,0.5195785706167231,0.4804214293832769,1.9246367278254608,2.0815058172648806,1
Oklahoma City Thunder,240,39,88,0.443,13,34,0.382,10,14,0.714,11,41,52,28,16,8,11,17,101,Chicago Bulls,240,22,78,0.282,10,37,0.27,15,20,0.75,12,35,47,16,9,5,19,16,69,1,-0.5496870259736256,0.5496870259736257,0.2926829268292683,0.3142857142857143,0.34615384615384615,0.5170454545454546,0.4186893203883495,0.554457619675011,1461.825081255231,1538.9104952907235,0.5735763714254914,0.4264236285745086,1.743446992969273,2.3450858090179,0
Houston Rockets,240,29,77,0.377,14,38,0.368,17,21,0.81,8,35,43,18,4,3,17,23,89,Memphis Grizzlies,240,40,85,0.471,14,33,0.424,9,12,0.75,6,36,42,26,10,6,9,20,103,0,0.21076709621682055,-0.21076709621682072,0.17142857142857143,0.2222222222222222,0.5529411764705883,0.4675324675324675,0.5876312186216339,0.5452095074736584,1522.1652709090033,1518.9329758404692,0.5176915037849863,0.4823084962150137,1.9316523309513918,2.07336177539406,1
Boston Celtics,240,34,81,0.42,6,23,0.261,22,26,0.846,11,30,41,15,11,5,12,14,96,Miami Heat,240,34,79,0.43,7,31,0.226,15,16,0.938,6,34,40,17,6,9,19,23,90,1,-0.09310940439148147,0.09310940439148145,0.2,0.3235294117647059,0.47468354430379744,0.4567901234567901,0.5453223460979156,0.5535055350553506,1485.7857468828201,1524.662570761252,0.546678575823056,0.45332142417694404,1.82922844286415,2.205940303429542,0
Philadelphia 76ers,240,43,87,0.494,16,35,0.457,10,14,0.714,11,31,42,25,10,1,13,21,112,Dallas Mavericks,240,38,74,0.514,19,40,0.475,15,19,0.789,3,30,33,22,7,2,17,15,110,1,-0.025995208532944573,0.025995208532944354,0.0967741935483871,0.36666666666666664,0.6418918918918919,0.5862068965517241,0.7035047326682016,0.6216696269982238,1471.2822696912801,1486.5245020134134,0.5219212738952823,0.47807872610471763,1.9159977759416622,2.0917057074423377,0
Los Angeles Lakers,240,31,81,0.383,5,22,0.227,14,20,0.7,14,25,39,17,12,4,16,20,81,Utah Jazz,240,37,79,0.468,13,31,0.419,9,13,0.692,14,35,49,18,9,5,21,20,96,0,0.24511249783653138,-0.24511249783653147,0.56,0.4,0.5506329113924051,0.41358024691358025,0.5863669679941363,0.4742388758782201,1500.2650995804102,1471.3306390252978,0.4790546819150821,0.520945318084918,2.0874443727433634,1.919587268153531,1
Phoenix Suns,240,37,87,0.425,9,26,0.346,24,30,0.8,12,34,46,21,12,7,17,23,107,Portland Trail Blazers,240,40,91,0.44,11,26,0.423,23,28,0.821,12,41,53,27,8,7,14,26,114,0,0.0914230277635946,-0.09142302776359468,0.35294117647058826,0.2926829268292683,0.5,0.47701149425287354,0.5866611774392755,0.5715811965811967,1539.0988142884394,1472.158685029367,0.41288199564272,0.58711800435728,2.4219995314722613,1.7032351121555254,1
Detroit Pistons,240,36,88,0.409,9,28,0.321,14,21,0.667,12,38,50,16,11,6,12,20,95,Los Angeles Clippers,240,28,84,0.333,15,38,0.395,16,22,0.727,15,36,51,19,6,6,18,18,87,1,-0.1269121124822196,0.12691211248221967,0.39473684210526316,0.3333333333333333,0.4226190476190476,0.4602272727272727,0.48964430436740203,0.5128481969337076,1539.152347685888,1517.383381642011,0.4578491709359304,0.5421508290640695,2.1841253921150727,1.844505156851514,0
Milwaukee Bucks,240,44,81,0.543,13,26,0.5,16,21,0.762,5,38,43,30,9,3,14,27,117,Atlanta Hawks,240,36,77,0.468,13,29,0.448,21,26,0.808,3,28,31,27,9,2,16,21,106,1,-0.14244426502020535,0.14244426502020546,0.07894736842105263,0.17857142857142858,0.551948051948052,0.6234567901234568,0.640715667311412,0.6832515767344078,1466.3780412701292,1495.9806689122381,0.5219483426996444,0.4780516573003556,1.9158984102291725,2.091824146468148,0
San Antonio Spurs,240,36,90,0.4,9,28,0.321,13,18,0.722,12,32,44,19,12,8,15,11,94,Indiana Pacers,240,36,77,0.468,10,22,0.455,15,20,0.75,6,38,44,21,9,3,19,20,97,0,0.04532399050949029,-0.04532399050949031,0.1875,0.3157894736842105,0.5324675324675324,0.45,0.5958230958230958,0.5002128565346956,1489.6268952186058,1510.0294658978296,0.5293279554054632,0.47067204459453693,1.8891879595401377,2.1246216160160003,1
Denver Nuggets,240,47,94,0.5,11,20,0.55,19,22,0.864,4,42,46,23,7,7,6,22,124,Brooklyn Nets,240,39,96,0.406,12,31,0.387,21,31,0.677,17,39,56,24,5,4,15,18,111,1,-0.15978044403676928,0.15978044403676914,0.40476190476190477,0.10256410256410256,0.46875,0.5585106382978723,0.539778253258121,0.6272764063132334,1480.0107143037765,1500.0568068676014,0.507588970294896,0.49241102970510386,1.9700979700544436,2.0308237217977876,0
Orlando Magic,240,41,97,0.423,11,33,0.333,20,26,0.769,9,30,39,28,11,4,11,20,113,Charlotte Hornets,240,53,97,0.546,6,18,0.333,8,17,0.471,12,47,59,31,6,7,17,24,120,0,0.08671163319333094,-0.08671163319333085,0.4,0.19148936170212766,0.5773195876288659,0.4793814432989691,0.5955926146515783,0.5500389408099688,1507.8849443094189,1530.471332897496,0.5433424283245061,0.45665757167549403,1.8404599896306266,2.1898246345307752,1
Washington Wizards,240,40,85,0.471,17,34,0.5,13,20,0.65,13,36,49,28,9,3,15,18,110,Sacramento Kings,240,32,82,0.39,6,22,0.273,13,16,0.813,11,32,43,13,8,2,17,20,83,1,-0.4063202821777349,0.4063202821777349,0.3055555555555556,0.40625,0.4268292682926829,0.5705882352941176,0.48526660430308705,0.6152125279642058,1466.9992594630462,1514.1886077179793,0.527046409400689,0.47295359059931086,1.897366118359695,2.114372361002342,0
New York Knicks,240,42,89,0.472,13,28,0.464,17,21,0.81,11,40,51,27,9,6,14,26,114,Cleveland Cavaliers,240,31,81,0.383,10,33,0.303,23,27,0.852,7,34,41,20,5,5,15,23,95,1,-0.2630344058337938,0.2630344058337938,0.175,0.3235294117647059,0.4444444444444444,0.5449438202247191,0.5463538072233725,0.608844264046144,1472.3378214289194,1502.2472265087429,0.4998573018879797,0.5001426981120202,2.0005709553965954,1.9994293704074504,0
Detroit Pistons,240,43,93,0.462,12,27,0.444,17,17,1.0,17,20,37,22,16,0,13,9,115,Golden State Warriors,240,44,77,0.571,10,27,0.37,9,12,0.75,10,30,40,29,3,11,25,14,107,1,-0.10402306454322834,0.10402306454322828,0.5,0.5666666666666667,0.6363636363636364,0.5268817204301075,0.6717729784028127,0.5943766797601819,1506.9631689374082,1520.812968912843,0.5100589613097372,0.4899410386902628,1.9605576528489663,2.041061925886541,0
San Antonio Spurs,240,36,87,0.414,12,26,0.462,10,20,0.5,12,28,40,24,8,4,11,14,94,Boston Celtics,240,42,88,0.477,11,31,0.355,13,16,0.813,15,39,54,24,10,6,13,22,108,0,0.20029865048583131,-0.2002986504858312,0.5357142857142857,0.3076923076923077,0.5397727272727273,0.4827586206896552,0.5900349650349651,0.5142231947483589,1531.846876446657,1502.8451602124246,0.4789537123603316,0.5210462876396684,2.087884432656134,1.9192152860928813,1
Minnesota Timberwolves,265,41,91,0.451,11,23,0.478,32,35,0.914,10,30,40,20,16,4,16,25,125,Miami Heat,265,49,93,0.527,7,27,0.259,17,25,0.68,15,35,50,17,8,5,24,28,122,1,-0.035046947099200795,0.03504694709920065,0.5,0.2857142857142857,0.5645161290322581,0.510989010989011,0.6192893401015228,0.6332320162107395,1485.7857468828201,1466.9610067993208,0.4729355004106589,0.5270644995893411,2.114453237559204,1.897300995948586,0
Denver Nuggets,240,35,85,0.412,18,41,0.439,22,31,0.71,13,23,36,20,13,5,13,22,110,New York Knicks,240,41,82,0.5,13,32,0.406,21,23,0.913,11,38,49,27,8,10,22,27,116,0,0.07662128160291239,-0.07662128160291251,0.4782608695652174,0.34210526315789475,0.5792682926829268,0.5176470588235295,0.666207213416035,0.5989980396427794,1505.7251609302828,1496.5788724460615,0.4968477745057047,0.5031522254942954,2.0126888985159743,1.9874700922123572,1
Philadelphia 76ers,240,44,80,0.55,10,24,0.417,17,24,0.708,7,41,48,27,10,4,19,31,115,Houston Rockets,240,33,83,0.398,13,47,0.277,28,38,0.737,10,25,35,17,12,3,15,23,107,1,-0.10402306454322834,0.10402306454322828,0.24390243902439024,0.28,0.4759036144578313,0.6125,0.5855954465849387,0.674249530956848,1515.107442646056,1490.3500352078267,0.4534952579409592,0.5465047420590408,2.205094722578534,1.8298102889873307,0
Charlotte Hornets,240,37,89,0.416,7,17,0.412,23,29,0.793,10,46,56,15,3,7,11,22,104,Memphis Grizzlies,240,32,93,0.344,8,35,0.229,27,33,0.818,11,37,48,17,7,8,7,22,99,1,-0.07108309806148262,0.07108309806148268,0.2391304347826087,0.2702702702702703,0.3870967741935484,0.4550561797752809,0.49371633752244165,0.545187670371147,1522.1652709090033,1507.8849443094189,0.4794605230641009,0.5205394769358991,2.085677447664041,1.9210838837553588,0
Orlando Magic,240,43,85,0.506,16,34,0.471,13,18,0.722,6,37,43,27,10,1,16,19,115,New Orleans Pelicans,240,39,85,0.459,7,28,0.25,14,18,0.778,9,34,43,30,9,5,19,22,99,1,-0.21613343086476555,0.21613343086476552,0.24324324324324326,0.17647058823529413,0.5,0.6,0.556429856115108,0.6463579136690648,1491.007060319316,1544.3695452717814,0.5367262541904885,0.46327374580951153,1.863147167094032,2.158550984262292,0
Dallas Mavericks,240,34,76,0.447,12,24,0.5,9,11,0.818,9,33,42,17,4,3,24,16,89,Utah Jazz,240,38,81,0.469,16,35,0.457,12,15,0.8,6,29,35,25,16,8,14,17,104,0,0.22470628717469437,-0.22470628717469449,0.18181818181818182,0.3103448275862069,0.5679012345679012,0.5263157894736842,0.6168446026097272,0.5674572813057893,1507.140902117483,1464.4064671542073,0.458386835804853,0.541613164195147,2.181563522094089,1.8463362157860936,1
Toronto Raptors,240,39,87,0.448,8,24,0.333,13,17,0.765,8,39,47,17,10,9,9,14,99,Portland Trail Blazers,240,31,80,0.388,8,26,0.308,15,19,0.789,6,32,38,13,5,7,13,15,85,1,-0.2199656839419079,0.21996568394190796,0.15384615384615385,0.25,0.4375,0.4942528735632184,0.5048705155618911,0.5455146572625083,1531.4467023167608,1539.703411579127,0.48985920188809456,0.5101407981119054,2.041402909541432,1.960243140131361,0
Golden State Warriors,240,52,89,0.584,14,29,0.483,23,30,0.767,14,32,46,37,8,8,12,23,141,Los Angeles Clippers,240,39,86,0.453,10,25,0.4,25,30,0.833,9,26,35,21,4,3,12,20,113,1,-0.3193723899836058,0.3193723899836058,0.28125,0.5384615384615384,0.5116279069767442,0.6629213483146067,0.6101511879049676,0.7374476987447699,1522.7665918004145,1523.3489248228816,0.4538081371508884,0.5461918628491116,2.2035744142408493,1.830858473034878,0
Sacramento Kings,240,37,88,0.42,2,14,0.143,7,14,0.5,9,36,45,15,8,5,14,18,83,Indiana Pacers,240,36,85,0.424,12,29,0.414,17,22,0.773,14,39,53,25,8,7,14,17,101,0,0.28317205140487,-0.28317205140487006,0.3888888888888889,0.23076923076923078,0.49411764705882355,0.4318181818181818,0.5621104185218165,0.4556433904259991,1503.6513605402342,1452.9747941414178,0.4674821773876129,0.5325178226123871,2.139118983290886,1.8778714205174822,1
Phoenix Suns,240,45,96,0.469,10,22,0.455,22,24,0.917,10,56,66,18,5,5,18,26,122,Brooklyn Nets,240,42,102,0.412,9,31,0.29,21,30,0.7,7,37,44,15,9,4,7,22,114,1,-0.09784732339814455,0.0978473233981446,0.125,0.2702702702702703,0.45588235294117646,0.5208333333333334,0.5248618784530387,0.6022906793048973,1476.4316279186755,1475.737771414468,0.4887019449855737,0.5112980550144264,2.046236996313816,1.9558063837574833,0
Oklahoma City Thunder,240,40,81,0.494,12,28,0.429,18,21,0.857,9,37,46,24,6,3,15,20,110,Milwaukee Bucks,240,32,77,0.416,9,31,0.29,18,22,0.818,4,27,31,24,8,4,14,22,91,1,-0.27356507332596336,0.27356507332596325,0.10810810810810811,0.3333333333333333,0.474025974025974,0.5679012345679012,0.5559628543499511,0.6423732772716655,1482.8247233052318,1552.0664408977298,0.5614684797664582,0.43853152023354186,1.7810438805326136,2.280337795256874,0
Detroit Pistons,240,41,94,0.436,10,33,0.303,1,3,0.333,10,34,44,21,7,3,12,11,93,Los Angeles Lakers,240,45,91,0.495,12,26,0.462,11,14,0.786,11,42,53,30,9,5,14,14,113,0,0.28102015130715635,-0.2810201513071564,0.3235294117647059,0.23809523809523808,0.5604395604395604,0.48936170212765956,0.6005527210884354,0.4912317768856962,1488.45263484107,1503.6909730970708,0.570733193859074,0.42926680614092605,1.752132188489673,2.3295535217128,1
Milwaukee Bucks,240,45,91,0.495,19,36,0.528,12,15,0.8,9,31,40,29,3,3,14,25,121,Charlotte Hornets,240,45,84,0.536,14,25,0.56,22,29,0.759,7,34,41,21,5,3,11,18,126,0,0.058416686225322076,-0.05841668622532191,0.22580645161290322,0.2647058823529412,0.6190476190476191,0.5989010989010989,0.6970568709891569,0.6415694591728526,1507.8849443094189,1482.8247233052318,0.46399785631297735,0.5360021436870226,2.155182370768275,1.8656641802237095,1
Indiana Pacers,240,49,90,0.544,16,26,0.615,10,13,0.769,8,35,43,35,9,1,11,23,124,Cleveland Cavaliers,240,43,86,0.5,7,31,0.226,14,20,0.7,8,33,41,25,6,3,16,19,107,1,-0.21272932398572825,0.21272932398572814,0.22857142857142856,0.24242424242424243,0.5406976744186046,0.6333333333333333,0.5918141592920354,0.6676717639457248,1458.686086913914,1517.3030950552395,0.544942182833159,0.455057817166841,1.8350570601838743,2.1975229570297943,0
Atlanta Hawks,240,41,94,0.436,8,23,0.348,19,27,0.704,12,37,49,22,11,4,18,28,109,Philadelphia 76ers,240,46,99,0.465,13,35,0.371,14,25,0.56,15,38,53,36,10,4,16,26,119,0,0.12663343853101702,-0.12663343853101722,0.40540540540540543,0.3157894736842105,0.5303030303030303,0.4787234042553192,0.569377990430622,0.5453271963177907,1497.333377724091,1459.394698753865,0.4655561677509487,0.5344438322490513,2.147968535850124,1.8711040144139957,1
Phoenix Suns,240,41,83,0.494,9,24,0.375,31,38,0.816,11,34,45,23,5,5,9,24,122,Washington Wizards,240,41,92,0.446,10,30,0.333,24,30,0.8,15,30,45,20,5,4,12,28,116,1,-0.07275634243531424,0.07275634243531415,0.4411764705882353,0.36666666666666664,0.5,0.5481927710843374,0.5882352941176471,0.6676882661996497,1510.302834996067,1479.6235441363801,0.44488961115539744,0.5551103888446026,2.247748598585966,1.8014434968176025,0
