Team_away,MP_away,FG_away,FGA_away,FG%_away,3P_away,3PA_away,3P%_away,FT_away,FTA_away,FT%_away,ORB_away,DRB_away,TRB_away,AST_away,STL_away,BLK_away,TOV_away,PF_away,PTS_away,Team_home,MP_home,FG_home,FGA_home,FG%_home,3P_home,3PA_home,3P%_home,FT_home,FTA_home,FT%_home,ORB_home,DRB_home,TRB_home,AST_home,STL_home,BLK_home,TOV_home,PF_home,PTS_home,Winner,LogRatio_home,LogRatio_away,RB_aggr_home,RB_aggr_away,eFG%_home,eFG%_away,TS%_home,TS%_away,Elo_home,Elo_away,ModelProb_Away,ModelProb_Home,OddsAway_Elo,OddsHome_Elo,HomeTeamWon
Cleveland Cavaliers,240,38,84,0.452,13,35,0.371,25,32,0.781,7,34,41,24,2,5,15,22,114,Detroit Pistons,240,49,93,0.527,9,23,0.391,18,28,0.643,8,39,47,30,12,5,10,27,125,0,0.13289427049734548,-0.1328942704973453,0.23529411764705882,0.1794871794871795,0.5752688172043011,0.5297619047619048,0.6302944735780557,0.6260984182776801,1477.3527428367563,1502.0298625948706,0.5593821166980867,0.44061788330191337,1.7876867532033143,2.2695402022863322,1
Orlando Magic,240,42,83,0.506,15,31,0.484,8,10,0.8,7,26,33,26,6,4,10,22,107,Houston Rockets,240,39,77,0.506,13,35,0.371,23,28,0.821,8,32,40,17,5,5,12,15,114,0,0.0914230277635946,-0.09142302776359468,0.3076923076923077,0.21875,0.5909090909090909,0.5963855421686747,0.6854256854256855,0.6279342723004695,1639.0775286548146,1385.9960772363554,0.19132321126655039,0.8086767887334496,5.226757346273087,1.236587984139128,1
Sacramento Kings,240,46,97,0.474,10,26,0.385,12,14,0.857,14,35,49,22,7,1,14,21,114,New Orleans Pelicans,240,39,77,0.506,9,25,0.36,16,22,0.727,2,34,36,26,7,8,15,18,103,1,-0.14638948698152324,0.14638948698152324,0.05714285714285714,0.4117647058823529,0.564935064935065,0.5257731958762887,0.6292766373411535,0.5695443645083933,1483.1154176730947,1332.2784517155508,0.27005482408705095,0.729945175912949,3.7029518112872317,1.3699659001777647,0
Denver Nuggets,240,40,86,0.465,10,23,0.435,14,14,1.0,10,28,38,22,11,6,13,14,104,San Antonio Spurs,240,46,92,0.5,9,24,0.375,5,5,1.0,13,30,43,33,4,9,16,15,106,0,0.02748073642210692,-0.02748073642210701,0.4642857142857143,0.3333333333333333,0.5489130434782609,0.5232558139534884,0.569280343716434,0.5837449483610239,1555.4825367700082,1516.7863173037665,0.4445407937093552,0.5554592062906448,2.249512337564703,1.8003122257672124,1
Golden State Warriors,240,39,85,0.459,5,25,0.2,16,21,0.762,11,26,37,27,10,7,19,16,99,Utah Jazz,240,53,91,0.582,14,28,0.5,9,14,0.643,7,35,42,25,16,3,11,22,129,0,0.38187063534364446,-0.38187063534364446,0.2692307692307692,0.3142857142857143,0.6593406593406593,0.48823529411764705,0.6855867346938775,0.5523320687346575,1480.6856812977048,1627.459897149029,0.7510667156077401,0.24893328439226,1.3314396434021587,4.0171405862473435,1
Portland Trail Blazers,240,36,98,0.367,13,30,0.433,19,22,0.864,18,41,59,21,12,6,12,21,104,Los Angeles Clippers,240,35,85,0.412,6,22,0.273,20,26,0.769,9,41,50,22,5,7,13,17,96,1,-0.1154772174199359,0.11547721741993588,0.21951219512195122,0.43902439024390244,0.4470588235294118,0.4336734693877551,0.5291005291005291,0.5056398288603656,1509.2798609322156,1517.1354164581148,0.5012565573695693,0.49874344263043063,1.994986370348297,2.005038892794027,0
Memphis Grizzlies,240,39,82,0.476,12,26,0.462,11,15,0.733,14,27,41,20,10,1,18,21,101,Indiana Pacers,240,37,70,0.529,10,26,0.385,21,31,0.677,8,25,33,20,16,4,14,15,105,0,0.05603403491432795,-0.05603403491432786,0.2962962962962963,0.56,0.6,0.5487804878048781,0.6834157771413695,0.5920281359906213,1504.663160293005,1451.0866881576999,0.42350265155226274,0.5764973484477373,2.3612603045924354,1.7346133554518086,1
Los Angeles Lakers,240,39,83,0.47,4,20,0.2,23,30,0.767,11,32,43,18,7,1,16,18,105,Orlando Magic,240,44,81,0.543,18,32,0.563,21,29,0.724,4,31,35,28,13,4,14,23,127,0,0.2744391691060431,-0.27443916910604327,0.125,0.3548387096774194,0.654320987654321,0.4939759036144578,0.7267109178301672,0.5859375,1404.0185158154025,1438.951697662212,0.6007479526349022,0.3992520473650978,1.6645916072022615,2.504683461486537,1
Charlotte Hornets,240,46,90,0.511,17,32,0.531,14,18,0.778,12,30,42,29,6,1,10,21,123,Atlanta Hawks,240,39,77,0.506,12,32,0.375,20,22,0.909,4,25,29,26,5,4,9,16,110,1,-0.1611547918145803,0.16115479181458026,0.13333333333333333,0.48,0.5844155844155844,0.6055555555555555,0.6720430107526881,0.6545338441890166,1388.4620881258008,1531.792969570125,0.6836163607281377,0.3163836392718623,1.4628087586067626,3.1607196955615,0
Philadelphia 76ers,240,36,76,0.474,7,18,0.389,29,34,0.853,6,27,33,17,7,5,8,21,108,Brooklyn Nets,240,39,77,0.506,13,32,0.406,25,28,0.893,9,30,39,19,3,9,11,26,116,0,0.10309349296410372,-0.10309349296410361,0.3333333333333333,0.2,0.5909090909090909,0.5197368421052632,0.6974506974506974,0.6468615237182559,1420.4106944865637,1535.0110522576178,0.6712376396779147,0.3287623603220853,1.4897853470789242,3.041710733005779,1
Miami Heat,240,36,83,0.434,3,28,0.107,14,25,0.56,6,46,52,17,8,5,19,25,89,Cleveland Cavaliers,240,28,80,0.35,6,26,0.231,29,38,0.763,7,38,45,18,9,5,16,20,91,0,0.03206120923229859,-0.03206120923229856,0.15217391304347827,0.15789473684210525,0.3875,0.45180722891566266,0.5149388863739248,0.5028248587570622,1502.0298625948706,1485.3792714736237,0.4760562012243155,0.5239437987756844,2.1005923196215326,1.9086016521938627,1
New York Knicks,240,28,87,0.322,3,17,0.176,14,21,0.667,9,35,44,16,4,4,14,17,73,Boston Celtics,240,40,83,0.482,11,26,0.423,12,20,0.6,5,44,49,27,8,3,9,22,103,0,0.49667596830320127,-0.4966759683032011,0.14285714285714285,0.20454545454545456,0.5481927710843374,0.3390804597701149,0.5892448512585812,0.3983846321763807,1599.6589014095894,1460.8218419759837,0.33551936153886436,0.6644806384611356,2.9804539309251354,1.504934744699094,1
Chicago Bulls,240,41,99,0.414,13,34,0.382,13,22,0.591,12,24,36,19,10,4,6,16,108,Portland Trail Blazers,240,46,82,0.561,15,32,0.469,17,20,0.85,5,43,48,21,3,6,17,19,124,0,0.19930880822340666,-0.19930880822340666,0.20833333333333334,0.27906976744186046,0.6524390243902439,0.4797979797979798,0.7175925925925926,0.5200308166409862,1528.6837884389934,1424.181473922318,0.3849457326959522,0.6150542673040478,2.59776876339566,1.6258727939296729,1
Dallas Mavericks,240,32,88,0.364,10,36,0.278,14,26,0.538,15,34,49,18,11,4,12,18,88,Phoenix Suns,240,40,83,0.482,11,30,0.367,11,15,0.733,8,39,47,23,9,3,17,29,102,0,0.21299372333419844,-0.21299372333419825,0.23529411764705882,0.38461538461538464,0.5481927710843374,0.42045454545454547,0.5909617612977984,0.4694835680751174,1363.5814812900092,1485.7997049124504,0.6949927012442411,0.30500729875575894,1.4388640315354482,3.278610066314417,1
Memphis Grizzlies,240,40,96,0.417,8,31,0.258,14,14,1.0,10,39,49,22,3,3,9,24,102,Detroit Pistons,240,35,76,0.461,7,25,0.28,27,37,0.73,4,37,41,20,8,4,7,19,104,0,0.028014376169596473,-0.028014376169596632,0.10256410256410256,0.2702702702702703,0.506578947368421,0.4583333333333333,0.6180175897314001,0.5147355672184094,1477.3527428367563,1451.0866881576999,0.46227195744097127,0.5377280425590287,2.1632287745416456,1.8596761203693886,1
Toronto Raptors,240,44,83,0.53,12,29,0.414,19,24,0.792,8,24,32,20,7,3,18,26,119,Washington Wizards,240,44,85,0.518,10,30,0.333,24,26,0.923,12,32,44,30,10,2,16,21,122,0,0.03591957425494263,-0.0359195742549428,0.5,0.25,0.5764705882352941,0.6024096385542169,0.6723985890652557,0.6739918441323063,1553.4369128325045,1625.29409824054,0.6019611296590437,0.3980388703409563,1.6612368319635675,2.5123174506635735,1
Milwaukee Bucks,240,32,85,0.376,6,29,0.207,19,25,0.76,15,28,43,19,6,1,15,21,89,Minnesota Timberwolves,240,42,78,0.538,7,19,0.368,17,20,0.85,4,35,39,27,8,7,13,15,108,0,0.27915407119707086,-0.2791540711970708,0.14285714285714285,0.42857142857142855,0.5833333333333334,0.4117647058823529,0.6553398058252426,0.49171270718232046,1602.7602026491834,1484.657050765719,0.36498432592073055,0.6350156740792694,2.7398436836358444,1.5747642787714393,1
Houston Rockets,240,37,83,0.446,14,42,0.333,14,17,0.824,7,31,38,20,10,7,9,16,102,San Antonio Spurs,240,35,83,0.422,6,24,0.25,15,17,0.882,9,37,46,21,7,5,16,12,91,1,-0.16463070177279923,0.16463070177279934,0.2903225806451613,0.1891891891891892,0.4578313253012048,0.5301204819277109,0.5245561448005535,0.5879640304357852,1549.7530452923104,1644.8070201325124,0.6180339014868155,0.38196609851318447,1.618034217207635,2.618033390639988,0
Oklahoma City Thunder,240,51,98,0.52,9,28,0.321,13,17,0.765,9,31,40,34,5,6,7,18,124,Denver Nuggets,240,50,97,0.515,15,38,0.395,12,17,0.706,9,34,43,32,3,10,11,17,127,0,0.03448837638529061,-0.034488376385290585,0.2903225806451613,0.2647058823529412,0.5927835051546392,0.5663265306122449,0.6303355171729205,0.6093965008846078,1516.7863173037665,1587.8001087928476,0.6007972869788557,0.3992027130211443,1.664454919609505,2.504992995744079,1
Indiana Pacers,240,44,87,0.506,12,29,0.414,26,28,0.929,7,24,31,21,10,6,11,25,126,Charlotte Hornets,240,44,83,0.53,15,33,0.455,30,34,0.882,11,32,43,27,5,2,15,21,133,0,0.07800251200127316,-0.07800251200127321,0.4583333333333333,0.21875,0.6204819277108434,0.5747126436781609,0.7349690539345711,0.6762559038213826,1535.0202231550916,1501.4359067080384,0.46103622642377645,0.5389637735762235,2.1690269499143815,1.855412272636862,1
Atlanta Hawks,240,34,80,0.425,11,31,0.355,31,34,0.912,4,32,36,21,6,4,12,18,110,Boston Celtics,240,45,89,0.506,11,24,0.458,18,20,0.9,7,35,42,26,8,3,11,23,119,0,0.11345804978328387,-0.11345804978328383,0.21875,0.11428571428571428,0.5674157303370787,0.49375,0.6370449678800856,0.6287151348879744,1601.2597022804027,1386.8612872549875,0.22868583868763662,0.7713141613123634,4.372811214453494,1.296488577752204,1
Los Angeles Lakers,240,39,92,0.424,10,26,0.385,14,20,0.7,18,38,56,21,5,6,15,18,102,Brooklyn Nets,240,37,82,0.451,9,29,0.31,16,23,0.696,5,33,38,20,7,8,11,18,99,1,-0.04306872189188598,0.04306872189188593,0.13157894736842105,0.5454545454545454,0.5060975609756098,0.4782608695652174,0.5685733976567884,0.529045643153527,1420.4106944865637,1438.951697662212,0.5266573478343156,0.47334265216568444,1.8987677739846063,2.11263446347947,0
Portland Trail Blazers,240,37,73,0.507,7,21,0.333,24,33,0.727,4,32,36,20,4,2,10,15,105,Toronto Raptors,240,46,99,0.465,19,40,0.475,19,21,0.905,17,25,42,21,5,4,6,23,130,0,0.30812229536233193,-0.3081222953623318,0.53125,0.16,0.5606060606060606,0.5547945205479452,0.6272920285659139,0.6541240966857712,1636.2273741429374,1517.750512536596,0.3644425300799133,0.6355574699200868,2.743916852351795,1.5734218341037471,1
New York Knicks,240,36,89,0.404,5,25,0.2,13,17,0.765,18,39,57,24,7,4,18,21,90,Milwaukee Bucks,240,33,76,0.434,7,24,0.292,19,26,0.731,4,32,36,18,10,8,11,21,92,0,0.03170885972733805,-0.03170885972733814,0.10256410256410256,0.5625,0.48026315789473684,0.43258426966292135,0.5628976994615761,0.48522751779167567,1484.657050765719,1460.8218419759837,0.46575208855399636,0.5342479114460037,2.1470649827994626,1.8717901906127896,1
Miami Heat,240,34,87,0.391,12,37,0.324,17,26,0.654,16,33,49,20,3,5,11,16,97,Philadelphia 76ers,240,42,85,0.494,8,24,0.333,11,15,0.733,9,30,39,28,9,4,10,23,103,0,0.08658768499609071,-0.08658768499609067,0.2727272727272727,0.5333333333333333,0.5411764705882353,0.45977011494252873,0.5832389580973952,0.5230802415875755,1538.0144445805463,1482.3758791506953,0.4290560461326496,0.5709439538673504,2.330697840092513,1.7514854010212249,1
New Orleans Pelicans,240,46,90,0.511,13,24,0.542,9,13,0.692,5,36,41,30,10,2,16,20,114,Oklahoma City Thunder,240,37,97,0.381,9,36,0.25,17,20,0.85,15,37,52,24,6,5,16,18,100,1,-0.18903382439001706,0.18903382439001687,0.4166666666666667,0.13513513513513514,0.42783505154639173,0.5833333333333334,0.49309664694280075,0.6138272668533276,1578.1062986241097,1492.8092278418326,0.35374598875080226,0.6462540112491977,2.826887178371523,1.5473791769075715,0
Utah Jazz,240,51,90,0.567,15,29,0.517,12,17,0.706,9,42,51,30,7,6,11,21,129,Phoenix Suns,240,36,87,0.414,9,33,0.273,16,19,0.842,6,26,32,19,7,5,12,25,97,1,-0.41131441323612644,0.4113144132361264,0.14285714285714285,0.34615384615384615,0.46551724137931033,0.65,0.5319148936170213,0.6880733944954128,1353.4541395645876,1490.8130230231263,0.6624219424859511,0.3375780575140488,1.5096118287494809,2.9622778428316052,0
Golden State Warriors,240,44,80,0.55,17,33,0.515,14,16,0.875,7,44,51,25,8,4,25,19,119,Sacramento Kings,240,42,95,0.442,10,25,0.4,10,15,0.667,6,27,33,22,16,3,10,14,104,1,-0.19437804516685134,0.19437804516685128,0.13636363636363635,0.25925925925925924,0.49473684210526314,0.65625,0.5289928789420143,0.712404214559387,1329.959906977548,1629.778441887032,0.8454303507998039,0.1545696492001962,1.1828295483524673,6.469575399662165,0
Chicago Bulls,240,35,97,0.361,12,37,0.324,21,21,1.0,13,35,48,22,6,4,11,20,103,Los Angeles Clippers,240,40,88,0.455,9,25,0.36,24,28,0.857,10,44,54,23,4,5,13,18,113,0,0.13367843523196926,-0.13367843523196937,0.2857142857142857,0.29545454545454547,0.5056818181818182,0.422680412371134,0.6000424808836023,0.5067900019681165,1514.978739042705,1418.4825958118286,0.3799252073659664,0.6200747926340336,2.6320970038630285,1.612708679467635,1
Miami Heat,240,44,91,0.484,14,36,0.389,5,7,0.714,7,26,33,30,13,4,11,14,107,Detroit Pistons,240,44,84,0.524,9,26,0.346,14,17,0.824,13,36,49,23,7,5,17,12,111,0,0.05294887994895902,-0.052948879948958964,0.5,0.19444444444444445,0.5773809523809523,0.5604395604395604,0.6325507180305449,0.5781283769180894,1477.3527428367563,1482.3758791506953,0.5072283706145473,0.4927716293854527,1.971498555548896,2.0293376086750854,1
Philadelphia 76ers,240,33,87,0.379,10,32,0.313,16,24,0.667,15,34,49,21,8,2,18,21,92,Indiana Pacers,240,35,79,0.443,9,27,0.333,21,25,0.84,6,36,42,25,15,8,13,19,100,0,0.12029423371771175,-0.12029423371771177,0.17647058823529413,0.4166666666666667,0.5,0.4367816091954023,0.591715976331361,0.4984828781967924,1505.3030364961146,1534.14731479247,0.55244711258232,0.44755288741768,1.810128023523682,2.234372804005054,1
Washington Wizards,240,46,85,0.541,7,26,0.269,16,18,0.889,12,26,38,35,14,6,14,19,115,Orlando Magic,240,34,77,0.442,10,32,0.313,20,22,0.909,10,25,35,17,12,4,20,15,98,1,-0.23078020682916706,0.2307802068291671,0.38461538461538464,0.48,0.5064935064935064,0.5823529411764706,0.5987292277614858,0.6463579136690648,1395.09909655815,1562.356332089757,0.70268602475825,0.2973139752417501,1.4231106991832334,3.363447679130745,0
Houston Rockets,240,44,93,0.473,19,51,0.373,13,16,0.813,6,47,53,28,6,5,8,19,120,Cleveland Cavaliers,240,34,87,0.391,8,30,0.267,12,16,0.75,5,42,47,22,4,3,11,16,88,1,-0.4474589769712214,0.44745897697122117,0.10638297872340426,0.14285714285714285,0.4367816091954023,0.5752688172043011,0.48608042421564296,0.6216328222130129,1492.8689930363994,1653.9678896909836,0.694637681384295,0.3053623186157049,1.4395994153486888,3.274798293821213,0
Golden State Warriors,240,43,86,0.5,8,31,0.258,14,23,0.609,11,31,42,28,9,10,13,23,108,Denver Nuggets,240,39,91,0.429,12,29,0.414,25,29,0.862,16,32,48,28,7,0,15,17,115,0,0.09060254878090676,-0.09060254878090665,0.5161290322580645,0.34375,0.4945054945054945,0.5465116279069767,0.5904703224481413,0.5930155941137711,1521.3860766072057,1625.1786825835927,0.6571084719198842,0.3428915280801158,1.521818760117769,2.9163741828183993,1
New Orleans Pelicans,240,42,101,0.416,8,33,0.242,15,17,0.882,18,33,51,23,9,8,13,11,107,Minnesota Timberwolves,240,48,95,0.505,10,21,0.476,12,16,0.75,12,38,50,21,9,3,12,13,118,0,0.14117606296069418,-0.14117606296069427,0.36363636363636365,0.47368421052631576,0.5578947368421052,0.45544554455445546,0.5988631749898498,0.5107886194386099,1607.9629041003022,1487.6065263907137,0.346846763407929,0.653153236592071,2.88311757669162,1.5310342871722662,1
Utah Jazz,240,39,69,0.565,12,23,0.522,30,36,0.833,5,32,37,26,6,5,17,19,120,San Antonio Spurs,240,44,91,0.484,10,26,0.385,13,18,0.722,11,25,36,25,9,5,12,27,111,1,-0.1124747292584125,0.11247472925841265,0.34375,0.2,0.5384615384615384,0.6521739130434783,0.5844566133108677,0.7800312012480499,1545.6649257078311,1494.9011426076056,0.41598291650296704,0.584017083497033,2.403944874483487,1.7122786785826625,0
Dallas Mavericks,240,41,83,0.494,13,41,0.317,11,14,0.786,9,27,36,28,8,0,13,12,106,Sacramento Kings,240,43,82,0.524,8,27,0.296,5,6,0.833,7,25,32,23,11,3,16,21,99,1,-0.09856383448358953,0.09856383448358957,0.25925925925925924,0.36,0.573170731707317,0.572289156626506,0.5940950552088334,0.6157063197026023,1327.9323591095429,1487.8272527804554,0.7103503045707096,0.2896496954292904,1.407756136043802,3.452446233433451,0
Portland Trail Blazers,240,36,91,0.396,13,31,0.419,11,14,0.786,10,36,46,21,4,9,8,17,96,Boston Celtics,240,35,85,0.412,15,36,0.417,12,17,0.706,9,42,51,24,3,6,11,16,97,0,0.014950341465971604,-0.014950341465971444,0.25,0.23809523809523808,0.5,0.46703296703296704,0.5465404552625648,0.5102040816326531,1601.2597022804027,1517.750512536596,0.38208270326533156,0.6179172967346684,2.617234414051884,1.618339550105516,1
Milwaukee Bucks,240,42,81,0.519,8,19,0.421,17,21,0.81,14,40,54,19,3,7,13,16,109,Brooklyn Nets,240,37,90,0.411,9,29,0.31,11,14,0.786,11,25,36,25,5,1,9,19,94,1,-0.21359547309928892,0.21359547309928892,0.275,0.56,0.46111111111111114,0.5679012345679012,0.5049419853889128,0.6365335202055594,1414.2819693470638,1490.785775905219,0.5914183240333388,0.4085816759666612,1.6908505525838746,2.4474910619378742,0
Atlanta Hawks,240,35,87,0.402,15,33,0.455,14,19,0.737,13,31,44,25,6,3,16,12,99,New York Knicks,240,41,94,0.436,5,23,0.217,9,15,0.6,16,32,48,16,10,8,15,16,96,1,-0.044394119358453395,0.044394119358453436,0.5161290322580645,0.40625,0.4627659574468085,0.4885057471264368,0.4933196300102775,0.5428822110111866,1460.8218419759837,1386.8612872549875,0.39514136636097136,0.6048586336390287,2.530739844348454,1.65327887275688,0
Memphis Grizzlies,240,29,81,0.358,8,25,0.32,20,23,0.87,13,32,45,17,7,6,19,23,86,Toronto Raptors,240,41,89,0.461,6,35,0.171,13,15,0.867,10,34,44,21,13,7,11,20,101,0,0.2319467280496969,-0.23194672804969682,0.3125,0.38235294117647056,0.4943820224719101,0.4074074074074074,0.5471289274106176,0.49965140599581687,1640.0705408853996,1447.2435214152376,0.25621111616414394,0.7437888838358561,3.903031277375729,1.3444675253047829,1
Los Angeles Lakers,240,42,86,0.488,13,30,0.433,11,18,0.611,8,32,40,24,6,7,19,20,108,Oklahoma City Thunder,240,40,89,0.449,7,25,0.28,17,25,0.68,13,33,46,17,13,6,17,18,104,1,-0.05444778402237646,0.0544477840223765,0.40625,0.24242424242424243,0.4887640449438202,0.563953488372093,0.5502645502645502,0.6002667852378836,1578.1062986241097,1438.951697662212,0.3098034657100826,0.6901965342899173,3.227852850864524,1.4488626794233503,0
Charlotte Hornets,240,40,96,0.417,10,38,0.263,25,29,0.862,13,30,43,24,12,6,8,17,115,Phoenix Suns,240,41,77,0.532,15,29,0.517,13,13,1.0,2,37,39,24,4,4,19,25,110,1,-0.06413033741971558,0.06413033741971556,0.06666666666666667,0.35135135135135137,0.6298701298701299,0.46875,0.6887052341597796,0.5616331314709905,1353.4541395645876,1535.0202231550916,0.7398479440975644,0.2601520559024356,1.3516290853788318,3.8439058132026767,0
Portland Trail Blazers,240,37,94,0.394,10,33,0.303,7,8,0.875,13,32,45,18,9,5,13,14,91,Detroit Pistons,240,44,88,0.5,15,30,0.5,8,12,0.667,10,41,51,36,7,4,14,14,111,0,0.28662122615140984,-0.2866212261514098,0.3125,0.3170731707317073,0.5852272727272727,0.44680851063829785,0.6123124448367167,0.4751461988304093,1494.0890370882712,1501.0142182850811,0.5578764750504981,0.4421235249495019,1.7925115051848737,2.2618113345455146,1
Washington Wizards,240,45,82,0.549,7,25,0.28,14,17,0.824,7,36,43,29,8,1,14,23,111,Indiana Pacers,240,37,80,0.463,12,29,0.414,16,25,0.64,8,27,35,19,6,2,16,18,102,1,-0.1219905243786103,0.12199052437861026,0.2222222222222222,0.25925925925925924,0.5375,0.5914634146341463,0.5964912280701754,0.6473058082575228,1502.3726695261148,1565.2866990597568,0.5813761471428976,0.4186238528571024,1.72005680816865,2.3887793138757214,0
Orlando Magic,240,41,84,0.488,13,30,0.433,16,19,0.842,5,34,39,25,8,5,11,26,111,Miami Heat,240,40,93,0.43,3,23,0.13,26,35,0.743,17,36,53,21,5,4,12,19,109,1,-0.02623154157317966,0.02623154157317945,0.5,0.1388888888888889,0.44623655913978494,0.5654761904761905,0.5412115193644489,0.6293944205035155,1482.3758791506953,1395.09909655815,0.3769755232170689,0.623024476782931,2.6526921203427394,1.6050733755495958,0
Utah Jazz,240,52,89,0.584,14,21,0.667,15,17,0.882,9,36,45,29,6,5,13,18,133,New Orleans Pelicans,240,47,93,0.505,8,22,0.364,7,13,0.538,6,24,30,24,10,6,14,15,109,1,-0.2870981107242632,0.2870981107242633,0.16666666666666666,0.375,0.5483870967741935,0.6629213483146067,0.5685374504485708,0.7170584429588096,1472.9214140210192,1509.5862549773,0.5104962543435148,0.48950374565648525,1.9588782317041182,2.0428852871368246,0
Charlotte Hornets,240,39,77,0.506,11,26,0.423,15,24,0.625,5,31,36,21,7,1,10,16,104,Denver Nuggets,240,46,81,0.568,18,34,0.529,11,13,0.846,5,36,41,30,10,2,11,15,121,0,0.21842351913350247,-0.2184235191335023,0.16129032258064516,0.1388888888888889,0.6790123456790124,0.577922077922078,0.72144049606487,0.6319883325230918,1536.97440806107,1519.4318917012272,0.5196110484621436,0.4803889515378565,1.924516430048264,2.081646542450084,1
Chicago Bulls,240,32,80,0.4,14,36,0.389,20,24,0.833,9,37,46,20,6,1,12,21,98,Sacramento Kings,240,37,84,0.44,11,32,0.344,19,25,0.76,9,36,45,22,5,5,11,17,104,0,0.08572987402588404,-0.08572987402588397,0.24324324324324326,0.25,0.5059523809523809,0.4875,0.5810055865921788,0.574577861163227,1332.3244376577468,1414.0905172636246,0.6274397926005643,0.3725602073994357,1.5937784179343755,2.684129920852934,1
Dallas Mavericks,240,33,80,0.413,17,42,0.405,18,20,0.9,7,31,38,22,5,5,20,23,101,Los Angeles Clippers,240,42,87,0.483,10,27,0.37,10,12,0.833,5,34,39,28,10,3,13,16,104,0,0.04222823538929746,-0.04222823538929744,0.16129032258064516,0.20588235294117646,0.5402298850574713,0.51875,0.5800981704596162,0.5983412322274881,1514.978739042705,1487.8272527804554,0.4610052203274494,0.5389947796725506,2.169172833421942,1.85530553859449,1
Cleveland Cavaliers,240,36,84,0.429,12,37,0.324,14,20,0.7,9,27,36,19,4,4,14,24,98,Orlando Magic,240,46,88,0.523,6,22,0.273,18,27,0.667,12,38,50,27,7,8,12,16,116,0,0.24327115101236388,-0.24327115101236388,0.4444444444444444,0.23684210526315788,0.5568181818181818,0.5,0.6174153715137322,0.5542986425339366,1414.2121621079766,1473.7559274865728,0.6371021849942224,0.3628978150057775,1.569606922646276,2.755596640845246,1
Memphis Grizzlies,240,34,79,0.43,4,22,0.182,10,13,0.769,9,28,37,23,7,5,25,24,82,Atlanta Hawks,240,42,83,0.506,8,25,0.32,16,21,0.762,8,28,36,29,13,5,13,16,108,0,0.39733549754538494,-0.3973354975453848,0.2857142857142857,0.32142857142857145,0.5542168674698795,0.45569620253164556,0.6162976489385985,0.5008551184949914,1404.4422644397273,1429.6625442304978,0.586032572824662,0.4139674271753379,1.7063897919189466,2.4156489964038768,1
Houston Rockets,240,45,81,0.556,16,33,0.485,17,21,0.81,8,32,40,16,7,7,11,14,123,Brooklyn Nets,240,41,85,0.482,16,35,0.457,15,17,0.882,10,27,37,24,8,2,11,17,113,1,-0.12233554292405216,0.12233554292405205,0.3125,0.2962962962962963,0.5764705882352941,0.654320987654321,0.6366914581924724,0.7182901191310441,1411.2662153370875,1656.9836437009599,0.7989497326682539,0.20105026733174622,1.2516431999548936,4.973880479103935,0
Milwaukee Bucks,240,37,82,0.451,8,26,0.308,21,27,0.778,8,35,43,23,11,6,14,17,103,New York Knicks,240,37,89,0.416,5,23,0.217,10,15,0.667,11,36,47,20,5,6,17,19,89,1,-0.21076709621682072,0.21076709621682055,0.3142857142857143,0.2222222222222222,0.4438202247191011,0.5,0.48212351029252437,0.5856265635660678,1453.967066576657,1497.6405513045456,0.5430149733782311,0.4569850266217689,1.8415698443428759,2.1882555045455927,0
Boston Celtics,240,33,83,0.398,10,23,0.435,15,20,0.75,9,29,38,21,3,3,17,19,91,Toronto Raptors,240,40,80,0.5,17,36,0.472,14,17,0.824,5,35,40,29,10,4,15,18,111,0,0.28662122615140984,-0.2866212261514098,0.1724137931034483,0.2571428571428571,0.60625,0.4578313253012048,0.6627657033675664,0.5205949656750571,1653.4018772506402,1587.9283659151622,0.4443778788413516,0.5556221211586484,2.250337038844844,1.7997843532843558,1
Washington Wizards,240,41,93,0.441,7,27,0.259,13,18,0.722,16,23,39,23,14,2,11,18,102,Philadelphia 76ers,240,45,82,0.549,14,28,0.5,11,14,0.786,12,33,45,27,9,4,17,14,115,0,0.17306470897287962,-0.17306470897287965,0.5217391304347826,0.48484848484848486,0.6341463414634146,0.478494623655914,0.6758345086976963,0.525990099009901,1542.3177183059688,1557.116295546258,0.5446935675665756,0.4553064324334243,1.8358946379108363,2.196323022838518,1
Oklahoma City Thunder,240,44,93,0.473,12,31,0.387,25,33,0.758,10,30,40,17,14,3,12,28,125,Golden State Warriors,240,37,76,0.487,8,28,0.286,23,31,0.742,10,35,45,27,7,8,25,24,105,1,-0.25153876699596445,0.2515387669959644,0.3333333333333333,0.2857142857142857,0.5394736842105263,0.5376344086021505,0.6339048539000242,0.623379214043487,1608.1587487702413,1595.126232437461,0.43266887288828604,0.567331127111714,2.311236288676115,1.7626390518902175,0
Phoenix Suns,240,36,94,0.383,8,29,0.276,13,23,0.565,16,32,48,24,4,4,11,18,93,Los Angeles Lakers,240,39,83,0.47,11,26,0.423,23,26,0.885,12,44,56,19,7,7,14,21,112,0,0.26819611094957274,-0.26819611094957263,0.375,0.36363636363636365,0.536144578313253,0.425531914893617,0.6311992786293958,0.46941247728649305,1450.33321866181,1342.0726185649896,0.3793840333199342,0.6206159666800657,2.6358515703709147,1.6113024054946865,1
